completionCode,trialNum,itemNum,condition,Value,sentence,rating
CO991001,80,204,gram,iyi sayılır,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,4
CO991001,82,218,gram,iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,5
CO991001,83,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO991001,85,113,ungram,oldukça kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,1
CO991001,86,223,gram,iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,5
CO991001,88,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO991001,89,222,gram,iyi sayılır,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,4
CO991001,91,239,gram,iyi sayılır,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,4
CO991001,92,124,ungram,kötü,Sekreter kimsenin aradığını çoktan biliyordu.,2
CO991001,94,233,gram,kötü sayılır,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,3
CO991001,95,217,gram,iyi sayılır,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,4
CO289957,1,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO289957,2,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO289957,4,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO289957,5,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO289957,7,212,gram,iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,5
CO289957,8,107,ungram,kötü sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,3
CO289957,10,119,ungram,oldukça kötü,Geminin limana yanaşmak için yavaşlamalıyım.,1
CO289957,11,112,ungram,oldukça kötü,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,1
CO289957,13,217,gram,iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,5
CO289957,14,233,gram,iyi sayılır,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,4
CO289957,16,224,gram,oldukça iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,6
CO289957,17,108,ungram,oldukça kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,1
CO289957,19,121,ungram,oldukça kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,1
CO289957,20,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO289957,22,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO289957,23,114,ungram,kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,2
CO289957,25,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO289957,26,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO289957,28,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO289957,29,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
CO289957,31,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO289957,32,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO289957,34,101,ungram,oldukça kötü,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,1
CO289957,35,226,gram,iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,5
CO289957,37,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO289957,38,113,ungram,oldukça kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,1
CO289957,40,120,ungram,oldukça kötü,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,1
CO289957,41,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO289957,43,232,gram,kötü,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,2
CO289957,44,116,ungram,iyi,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,5
CO289957,46,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO289957,47,111,ungram,kötü,Zabıtalar işportacının ceza aldıklarına duydu.,2
CO289957,49,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO289957,50,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO289957,52,104,ungram,kötü,Metin yeni çıkan romanı ve gazete okudu.,2
CO289957,53,110,ungram,oldukça kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,1
CO289957,55,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO289957,56,207,gram,oldukça iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,6
CO289957,58,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO289957,59,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO289957,61,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO289957,62,117,ungram,oldukça kötü,Mimarın tecrübeli olması herkesin işini daha kolaydı.,1
CO289957,64,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO289957,65,124,ungram,oldukça kötü,Sekreter kimsenin aradığını çoktan biliyordu.,1
CO289957,67,213,gram,kötü sayılır,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,3
CO289957,68,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO289957,70,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO289957,71,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO289957,73,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO289957,74,106,ungram,oldukça kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,1
CO289957,76,105,ungram,oldukça kötü,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,1
CO289957,77,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO289957,79,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO289957,80,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO289957,82,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO289957,83,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO289957,85,118,ungram,oldukça kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,1
CO289957,86,214,gram,oldukça iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,6
CO289957,88,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO289957,89,122,ungram,oldukça kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,1
CO289957,91,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO289957,92,219,gram,oldukça iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,6
CO289957,94,205,gram,oldukça iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,6
CO289957,95,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO383794,1,121,ungram,kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,2
CO383794,2,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO383794,4,118,ungram,kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,2
CO383794,5,111,ungram,oldukça kötü,Zabıtalar işportacının ceza aldıklarına duydu.,1
CO383794,7,108,ungram,kötü sayılır,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,3
CO383794,8,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO383794,10,114,ungram,oldukça kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,1
CO383794,11,205,gram,iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,5
CO383794,13,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO383794,14,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO383794,16,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO383794,17,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO383794,19,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO383794,20,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
CO383794,22,224,gram,iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,5
CO383794,23,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO383794,25,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO383794,26,240,gram,iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,5
CO383794,28,120,ungram,kötü sayılır,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,3
CO383794,29,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO383794,31,227,gram,iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,5
CO383794,32,106,ungram,oldukça kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,1
CO383794,34,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO383794,35,235,gram,iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,5
CO383794,37,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO383794,38,213,gram,iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,5
CO383794,40,116,ungram,kötü sayılır,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,3
CO383794,41,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO383794,43,104,ungram,iyi sayılır,Metin yeni çıkan romanı ve gazete okudu.,4
CO383794,44,234,gram,iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,5
CO383794,46,122,ungram,kötü sayılır,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,3
CO383794,47,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO383794,49,207,gram,oldukça iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,6
CO383794,50,117,ungram,iyi sayılır,Mimarın tecrübeli olması herkesin işini daha kolaydı.,4
CO383794,52,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO383794,53,228,gram,iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,5
CO383794,55,113,ungram,kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,2
CO383794,56,115,ungram,kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,2
CO383794,58,102,ungram,kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,2
CO383794,59,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO383794,61,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO383794,62,201,gram,iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,5
CO383794,64,124,ungram,kötü,Sekreter kimsenin aradığını çoktan biliyordu.,2
CO383794,65,233,gram,oldukça iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,6
CO383794,67,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO383794,68,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO383794,70,214,gram,iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,5
CO383794,71,112,ungram,kötü sayılır,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,3
CO383794,73,105,ungram,kötü,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,2
CO383794,74,107,ungram,kötü sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,3
CO383794,76,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO383794,77,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO383794,79,217,gram,oldukça iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,6
CO383794,80,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO383794,82,110,ungram,kötü sayılır,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,3
CO383794,83,119,ungram,oldukça kötü,Geminin limana yanaşmak için yavaşlamalıyım.,1
CO383794,85,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO383794,86,101,ungram,kötü sayılır,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,3
CO383794,88,219,gram,oldukça iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,6
CO383794,89,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO383794,91,232,gram,oldukça iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,6
CO383794,92,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO383794,94,103,ungram,kötü sayılır,Yarışmada ödül aldı kadar mutlu bir kızdı.,3
CO383794,95,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO240084,1,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO240084,3,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO240084,4,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO240084,6,216,gram,iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,5
CO240084,7,124,ungram,oldukça kötü,Sekreter kimsenin aradığını çoktan biliyordu.,1
CO240084,9,217,gram,iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,5
CO240084,10,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO240084,12,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO240084,13,116,ungram,kötü sayılır,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,3
CO240084,15,101,ungram,oldukça kötü,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,1
CO240084,16,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO240084,18,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO240084,19,229,gram,iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,5
CO240084,21,226,gram,iyi sayılır,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,4
CO240084,22,106,ungram,oldukça kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,1
CO240084,24,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO240084,25,107,ungram,iyi,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,5
CO240084,27,112,ungram,oldukça kötü,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,1
CO240084,28,104,ungram,kötü,Metin yeni çıkan romanı ve gazete okudu.,2
CO240084,30,213,gram,oldukça iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,6
CO240084,31,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO240084,33,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO240084,34,237,gram,kötü sayılır,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,3
CO240084,36,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO240084,37,214,gram,oldukça iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,6
CO240084,39,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO240084,40,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO240084,42,224,gram,oldukça iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,6
CO240084,43,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO240084,45,118,ungram,oldukça kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,1
CO240084,46,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO240084,48,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO240084,49,117,ungram,oldukça kötü,Mimarın tecrübeli olması herkesin işini daha kolaydı.,1
CO240084,51,120,ungram,kötü,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,2
CO240084,52,219,gram,iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,5
CO240084,54,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO240084,55,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO240084,57,221,gram,iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,5
CO240084,58,110,ungram,oldukça kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,1
CO240084,60,119,ungram,oldukça kötü,Geminin limana yanaşmak için yavaşlamalıyım.,1
CO240084,61,122,ungram,kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,2
CO240084,63,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO240084,64,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO240084,66,220,gram,iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,5
CO240084,67,201,gram,iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,5
CO240084,69,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO240084,70,233,gram,oldukça iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,6
CO240084,72,207,gram,oldukça iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,6
CO240084,73,111,ungram,oldukça kötü,Zabıtalar işportacının ceza aldıklarına duydu.,1
CO240084,75,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO240084,76,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO240084,78,105,ungram,oldukça kötü,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,1
CO240084,79,114,ungram,oldukça kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,1
CO240084,81,113,ungram,oldukça kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,1
CO240084,82,121,ungram,oldukça kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,1
CO240084,84,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO240084,85,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO240084,87,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO240084,88,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO240084,90,108,ungram,oldukça kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,1
CO240084,91,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO240084,93,232,gram,kötü sayılır,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,3
CO240084,94,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO240084,96,205,gram,kötü,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,2
CO438997,1,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO438997,2,217,gram,iyi sayılır,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,4
CO438997,4,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO438997,5,104,ungram,iyi sayılır,Metin yeni çıkan romanı ve gazete okudu.,4
CO438997,7,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO438997,8,116,ungram,kötü sayılır,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,3
CO438997,10,108,ungram,oldukça kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,1
CO438997,11,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO438997,13,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO438997,14,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO438997,16,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO438997,17,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO438997,19,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO438997,20,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO438997,22,107,ungram,kötü sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,3
CO438997,23,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO438997,25,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO438997,26,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO438997,28,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO438997,29,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO438997,31,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO438997,32,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO438997,34,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO438997,35,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO438997,37,214,gram,iyi sayılır,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,4
CO438997,38,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO438997,40,117,ungram,kötü sayılır,Mimarın tecrübeli olması herkesin işini daha kolaydı.,3
CO438997,41,119,ungram,kötü sayılır,Geminin limana yanaşmak için yavaşlamalıyım.,3
CO438997,43,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO438997,44,232,gram,oldukça iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,6
CO438997,46,224,gram,oldukça iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,6
CO438997,47,124,ungram,oldukça kötü,Sekreter kimsenin aradığını çoktan biliyordu.,1
CO438997,49,121,ungram,kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,2
CO438997,50,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO438997,52,114,ungram,oldukça kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,1
CO438997,53,101,ungram,iyi sayılır,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,4
CO438997,55,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO438997,56,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO438997,58,205,gram,oldukça iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,6
CO438997,59,213,gram,oldukça iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,6
CO438997,61,118,ungram,kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,2
CO438997,62,122,ungram,oldukça kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,1
CO438997,64,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO438997,65,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO438997,67,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
